country,city,state,name,address,joined,type_of_office,price,time_period
brazil,sao-paulo,,spark-coworking,"R. Cel. Irineu de Castro, 43 - Jardim Analia Franco, Sao Paulo, Brazil",October 2017,Membership: Private Office,BRL 3400.00,1 Month
brazil,sao-paulo,,spark-coworking,"R. Cel. Irineu de Castro, 43 - Jardim Analia Franco, Sao Paulo, Brazil",October 2017,Membership: Private Office,BRL 7600.00,1 Month
brazil,sao-paulo,,spark-coworking,"R. Cel. Irineu de Castro, 43 - Jardim Analia Franco, Sao Paulo, Brazil",October 2017,Membership: Hot Desk / Open Plan,BRL 70.00,1 Day
brazil,sao-paulo,,spark-coworking,"R. Cel. Irineu de Castro, 43 - Jardim Analia Franco, Sao Paulo, Brazil",October 2017,Membership: Hot Desk / Open Plan,BRL 750.00,1 Month
brazil,belo-horizonte,,coworking-barreiro,"713 Avenida Sinfrônio Brochado, Belo Horizonte, Brazil",January 2018,Membership: Private Office,BRL 1000.00,1 Month
brazil,florianopolis,,vilaj-coworking,"Sala 4 - R. Lauro Linhares, 1281 - Trindade, Florianopolis, Brazil",October 2017,Membership: Hot Desk / Open Plan,BRL 350.00,1 Month
brazil,sao-paulo,,oz-coworking,"239 Rua Atílio Delanina, Sao Paulo, Brazil",March 2019,Membership: Hot Desk / Open Plan,BRL 50.00,1 Day
brazil,sao-paulo,,oz-coworking,"239 Rua Atílio Delanina, Sao Paulo, Brazil",March 2019,Membership: Hot Desk / Open Plan,BRL 400.00,1 Month
brazil,belo-horizonte,,legal-space-coworking,"358 Rua Araguari, Belo Horizonte, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 599.00,1 Month
brazil,campo-bom,,hub-5796,"5796 Avenida Carlos Strassburger Filho, Campo Bom, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 199.00,1 Month
brazil,porto-alegre,,map-coworking,"75 Rua Frei Orlando, Porto Alegre, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 0.10,1 Month
brazil,sao-paulo,,bucc-work-spaces,"2267 Avenida Pedroso de Morais, Sao Paulo, Brazil",November 2017,Membership: Hot Desk / Open Plan,BRL 730.00,1 Month
brazil,curitiba,,four-coworking,"3418 Avenida Presidente Getúlio Vargas, Curitiba, Brazil",December 2017,Membership: Private Office,BRL 1800.00,1 Month
brazil,curitiba,,four-coworking,"3418 Avenida Presidente Getúlio Vargas, Curitiba, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 5.00,1 Hour
brazil,curitiba,,four-coworking,"3418 Avenida Presidente Getúlio Vargas, Curitiba, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 490.00,1 Month
brazil,florianopolis,,s7-coworking,"328 Rua Rafael Bandeira, Florianopolis, Brazil",January 2018,Membership: Dedicated Desk,BRL 1140.00,1 Month
brazil,florianopolis,,s7-coworking,"328 Rua Rafael Bandeira, Florianopolis, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 535.00,1 Month
brazil,florianopolis,,impact-hub-floripa,"ACATE - Associação Catarinense de Empresas de Tecnologia - Rodovia José Carlos Daux, 4150 - salas 1-2 - Saco Grande, Florianopolis, Brazil",August 2019,Membership: Private Office,BRL 2550.00,1 Month
brazil,florianopolis,,impact-hub-floripa,"ACATE - Associação Catarinense de Empresas de Tecnologia - Rodovia José Carlos Daux, 4150 - salas 1-2 - Saco Grande, Florianopolis, Brazil",August 2019,Membership: Hot Desk / Open Plan,BRL 530.00,1 Month
brazil,fortaleza,,beach-coworking,"89 Rua Doutor José Frota, Fortaleza, Brazil",February 2019,Membership: Dedicated Desk,BRL 350.00,1 Month
brazil,fortaleza,,beach-coworking,"89 Rua Doutor José Frota, Fortaleza, Brazil",February 2019,Membership: Hot Desk / Open Plan,BRL 300.00,1 Month
brazil,belo-horizonte,,impact-hub-belo-horizonte,"1492 Avenida Getúlio Vargas, Belo Horizonte, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 50.00,1 Day
brazil,belo-horizonte,,impact-hub-belo-horizonte,"1492 Avenida Getúlio Vargas, Belo Horizonte, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 549.00,1 Month
brazil,fortaleza,,arsenal-coworking,"996 Rua Nogueira Acioli, Fortaleza, Brazil",January 2018,Membership: Private Office,BRL 999.00,1 Month
brazil,fortaleza,,arsenal-coworking,"996 Rua Nogueira Acioli, Fortaleza, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 400.00,1 Month
brazil,porto-alegre,,blend-coworking,"338 Rua Domingos de Almeida, Novo Hamburgo, Porto Alegre, Brazil",February 2019,Membership: Hot Desk / Open Plan,BRL 550.00,1 Month
brazil,fortaleza,,repart-coworking,"2456 Avenida Santos Dumont, Fortaleza, Brazil",December 2017,Membership: Private Office,BRL 1290.00,1 Month
brazil,fortaleza,,repart-coworking,"2456 Avenida Santos Dumont, Fortaleza, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 450.00,1 Month
brazil,porto-alegre,,espaco-80,"80 Travessa Comendador Batista, Porto Alegre, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 380.00,1 Month
brazil,brasilia,,espaco-multiplicidade-de-coworking,"QE 19 Conjunto G lojas 34/38 - Guará II, Brasilia, Brazil",March 2019,Membership: Hot Desk / Open Plan,BRL 750.00,1 Month
brazil,rio-de-janeiro,,edx-coworking,"124 Avenida Rio Branco, Rio de Janeiro, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 15.00,1 Hour
brazil,rio-de-janeiro,,edx-coworking,"124 Avenida Rio Branco, Rio de Janeiro, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 70.00,1 Day
brazil,rio-de-janeiro,,edx-coworking,"124 Avenida Rio Branco, Rio de Janeiro, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 680.00,1 Month
brazil,rio-de-janeiro,,coworking-arpoador,"524 Rua Bulhões de Carvalho, Casa 3, Rio de Janeiro, Brazil",December 2017,Membership: Private Office,BRL 3800.00,1 Month
brazil,rio-de-janeiro,,coworking-arpoador,"524 Rua Bulhões de Carvalho, Casa 3, Rio de Janeiro, Brazil",December 2017,Membership: Dedicated Desk,BRL 810.00,1 Month
brazil,brasilia,,nos-coworking-brasilia,"St. de Grandes Áreas Norte Setor de Grandes Áreas Norte 606 - Asa Norte, Brasilia, Brazil",January 2018,Membership: Dedicated Desk,BRL 699.00,1 Month
brazil,brasilia,,nos-coworking-brasilia,"St. de Grandes Áreas Norte Setor de Grandes Áreas Norte 606 - Asa Norte, Brasilia, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 8.25,1 Hour
brazil,bluemenau,,offcina-cafe-coworking,"209 Rua Iguaçu, Bluemenau, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 860.00,1 Month
brazil,sao-paulo,,coworking-casa-vesper,"59 Rua Doná Maria Dúlce Nogueira Garcês, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 600.00,1 Month
brazil,porto-alegre,,oca-coworking,"1299 Rua São Joaquim, Sao Leopold, Porto Alegre, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 10.00,1 Hour
brazil,porto-alegre,,oca-coworking,"1299 Rua São Joaquim, Sao Leopold, Porto Alegre, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 76.00,1 Day
brazil,sao-paulo,,eureka-coworking,"361 Rua Ernesto de Oliveira, Sao Paulo, Brazil",February 2018,Membership: Hot Desk / Open Plan,BRL 490.00,1 Month
brazil,sao-paulo,,espaco-join,"2250 Rua Oscar Freire, sala GD08, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 700.00,1 Month
brazil,fortaleza,,for-coworking,"1271 Rua Marcondes Pereira, Fortaleza, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 500.00,1 Month
brazil,rio-de-janeiro,,h-co-conexoes-espacos-colaborativos,"32 Rua Barão do Flamengo, Rio de Janeiro, Brazil",January 2018,Membership: Dedicated Desk,BRL 650.00,1 Month
brazil,rio-de-janeiro,,h-co-conexoes-espacos-colaborativos,"32 Rua Barão do Flamengo, Rio de Janeiro, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 60.00,1 Day
brazil,rio-de-janeiro,,h-co-conexoes-espacos-colaborativos,"32 Rua Barão do Flamengo, Rio de Janeiro, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 550.00,1 Month
brazil,sao-paulo,,2work,"Avenida Paulista, 575, conjunto 1903 - Edifício Barão de Ouro Branco - Bela Vista,, Sao Paulo, Brazil",March 2019,Membership: Dedicated Desk,BRL 800.00,1 Month
brazil,sao-paulo,,2work,"Avenida Paulista, 575, conjunto 1903 - Edifício Barão de Ouro Branco - Bela Vista,, Sao Paulo, Brazil",March 2019,Membership: Hot Desk / Open Plan,BRL 750.00,1 Month
brazil,sao-paulo,,bons-ventos-coworking,"405 Rua Santo Antônio, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 60.00,1 Day
brazil,sao-paulo,,bons-ventos-coworking,"405 Rua Santo Antônio, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 730.00,1 Month
brazil,sao-paulo,,viveiro,"15 Travessa Alonso, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 950.00,1 Month
brazil,sao-paulo,,oshi-swiss-park,"570 Avenida Antônio Artioli, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 700.00,1 Month
brazil,sao-paulo,,oshi-swiss-park,"570 Avenida Antônio Artioli, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 450.00,1 Month
brazil,sao-paulo,,oshi-apollo-center,"765 Avenida Nove de Julho, Sao Paulo, Brazil",March 2019,Membership: Dedicated Desk,BRL 700.00,1 Month
brazil,sao-paulo,,oshi-apollo-center,"765 Avenida Nove de Julho, Sao Paulo, Brazil",March 2019,Membership: Hot Desk / Open Plan,BRL 450.00,1 Month
brazil,sao-paulo,,oshi-petrolina,"Rua Tobias Barreto, Sao Paulo, Brazil",March 2019,Membership: Private Office,BRL 2200.00,1 Month
brazil,sao-paulo,,ec-coworking,"Km 22 Rodovia Raposo Tavares, Sao Paulo, Brazil",February 2018,Membership: Dedicated Desk,BRL 550.00,1 Month
brazil,sao-paulo,,ec-coworking,"Km 22 Rodovia Raposo Tavares, Sao Paulo, Brazil",February 2018,Membership: Hot Desk / Open Plan,BRL 350.00,1 Month
brazil,sao-paulo,,sharing-offices,"455 Rua Antônio Maximiliano de Almeida, Sao Paulo, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 200.00,1 Month
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 2000.00,1 Month
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 600.00,1 Month
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 50.00,1 Day
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 650.00,1 Month
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 617.50 /month,6 Months
brazil,sao-paulo,,easy-2-work,"Rua Anchieta, 204, Jundiai, Salas 102 e 107, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 585.00 /month,1 Year
brazil,sao-paulo,,oshi-capital-square,"214 Avenida José Rocha Bomfim, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 700.00,1 Month
brazil,sao-paulo,,oshi-capital-square,"214 Avenida José Rocha Bomfim, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 450.00,1 Month
brazil,sao-paulo,,copro-coworking,"2617 Rua Oscar Freire, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 530.00,1 Month
brazil,sao-paulo,,copro-coworking,"2617 Rua Oscar Freire, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 15.00,1 Hour
brazil,sao-paulo,,copro-coworking,"2617 Rua Oscar Freire, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 80.00,1 Day
brazil,sao-paulo,,copro-coworking,"2617 Rua Oscar Freire, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 490.00,1 Month
brazil,sao-paulo,,garden-coworking,"120 Rua João Teixeira Machado, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 300.00,1 Month
brazil,sao-paulo,,garden-coworking,"120 Rua João Teixeira Machado, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 30.00,1 Day
brazil,sao-paulo,,work-lounge,"886 Rua Rute Ferraz de Angelis, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 50.00,1 Day
brazil,sao-paulo,,locus-sao-bernardo,"2123 Avenida Senador Vergueiro, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 1900.00,1 Month
brazil,sao-paulo,,locus-sao-bernardo,"2123 Avenida Senador Vergueiro, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 2900.00,1 Month
brazil,sao-paulo,,locus-sao-bernardo,"2123 Avenida Senador Vergueiro, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 900.00,1 Month
brazil,sao-paulo,,locus-sao-bernardo,"2123 Avenida Senador Vergueiro, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 20.00,1 Day
brazil,sao-paulo,,locus-sao-caetano,"215 Alameda Terracota, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 1900.00,1 Month
brazil,sao-paulo,,locus-sao-caetano,"215 Alameda Terracota, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 2900.00,1 Month
brazil,sao-paulo,,locus-sao-caetano,"215 Alameda Terracota, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 500.00,1 Month
brazil,sao-paulo,,locus-sao-caetano,"215 Alameda Terracota, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 20.00,1 Hour
brazil,sao-paulo,,locus-santo-andre,"780 Avenida Industrial, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 1900.00,1 Month
brazil,sao-paulo,,locus-santo-andre,"780 Avenida Industrial, Sao Paulo, Brazil",January 2018,Membership: Private Office,BRL 2900.00,1 Month
brazil,sao-paulo,,locus-santo-andre,"780 Avenida Industrial, Sao Paulo, Brazil",January 2018,Membership: Dedicated Desk,BRL 900.00,1 Month
brazil,sao-paulo,,locus-santo-andre,"780 Avenida Industrial, Sao Paulo, Brazil",January 2018,Membership: Hot Desk / Open Plan,BRL 20.00,1 Hour
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.20,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.20,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.30,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.20,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.30,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Private Office,BRL 1.40,1 Month
brazil,araraquara,,coletivo-coworking,"181 Avenida Vaniel Caldas de Mesquita, Araraquara, Brazil",December 2017,Membership: Hot Desk / Open Plan,BRL 500.00,1 Month
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Private Office,BRL 2499.00,1 Month
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Private Office,BRL 2099.00 /month,6 Months
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Dedicated Desk,BRL 1049.00,1 Month
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Dedicated Desk,BRL 899.00 /month,6 Months
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Hot Desk / Open Plan,BRL 69.00,1 Day
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Hot Desk / Open Plan,BRL 839.00,1 Month
brazil,rio-de-janeiro,,coworking-town-praia-de-copacabana,"2964 Avenida Atlântica, Copacabana, Rio de Janeiro, Brazil",February 2018,Membership: Hot Desk / Open Plan,BRL 699.00 /month,6 Months
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Private Office,BRL 1950.00,1 Month
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Private Office,BRL 2450.00,1 Month
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Private Office,BRL 3450.00,1 Month
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Private Office,BRL 1450.00,1 Month
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Dedicated Desk,BRL 750.00,1 Month
brazil,manaus,,cardume-coworking-tiradentes,"159 Rua das Orquídeas, Conjunto Tiradentes, Manaus, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 299.00,1 Month
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Private Office,BRL 3300.00,1 Month
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Dedicated Desk,BRL 550.00,1 Month
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 10.00,1 Hour
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 40.00,1 Day
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 150.00,1 Week
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 530.00,1 Month
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 477.00 /month,3 Months
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 450.50 /month,6 Months
brazil,florianopolis,,cool2work,"131 Rua Patrício Farias, Florianopolis, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 424.00 /month,1 Year
brazil,sao-paulo,,serotonina-lab,"Rua Professor Frontino Guimarães, 302, Sao Paulo, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 50.00,1 Day
brazil,sao-paulo,,serotonina-lab,"Rua Professor Frontino Guimarães, 302, Sao Paulo, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 125.00,1 Week
brazil,sao-paulo,,serotonina-lab,"Rua Professor Frontino Guimarães, 302, Sao Paulo, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 450.00,1 Month
brazil,sao-paulo,,club-coworking,"2028 Avenida Paulista, Sao Paulo, Brazil",April 2018,Membership: Private Office,BRL 2899.00,1 Month
brazil,sao-paulo,,club-coworking,"2028 Avenida Paulista, Sao Paulo, Brazil",April 2018,Membership: Dedicated Desk,BRL 999.00,1 Month
brazil,sao-paulo,,club-coworking,"2028 Avenida Paulista, Sao Paulo, Brazil",April 2018,Membership: Hot Desk / Open Plan,BRL 59.00,1 Day
brazil,sao-paulo,,club-coworking,"2028 Avenida Paulista, Sao Paulo, Brazil",April 2018,Membership: Hot Desk / Open Plan,BRL 699.00,1 Month
brazil,vitoria,,freework,"1000 Avenida Jerônimo Monteiro, 1505, Vitoria, Brazil",June 2018,Membership: Private Office,BRL 459.00,1 Month
brazil,vitoria,,freework,"1000 Avenida Jerônimo Monteiro, 1505, Vitoria, Brazil",June 2018,Membership: Dedicated Desk,BRL 289.00,1 Month
brazil,vitoria,,freework,"1000 Avenida Jerônimo Monteiro, 1505, Vitoria, Brazil",June 2018,Membership: Hot Desk / Open Plan,BRL 99.00,1 Month
brazil,joinville,,vera-cruz-escritorio-virtual,"19/1, 2348 Avenida Santa Catarina, sl 19, Joinville, Brazil",June 2018,Membership: Private Office,BRL 450.00,1 Month
brazil,joinville,,vera-cruz-escritorio-virtual,"19/1, 2348 Avenida Santa Catarina, sl 19, Joinville, Brazil",June 2018,Membership: Hot Desk / Open Plan,BRL 5.00,1 Hour
brazil,joinville,,vera-cruz-escritorio-virtual,"19/1, 2348 Avenida Santa Catarina, sl 19, Joinville, Brazil",June 2018,Membership: Hot Desk / Open Plan,BRL 150.00,1 Month
brazil,feira-de-santana,,club4work,"853 Rua Governador Juraci Magalhães, Feira de Santana, Brazil",March 2018,Membership: Hot Desk / Open Plan,BRL 199.00,1 Month
